ID,coherence,accuracy,RT_dz
39,hard,False,1.08235294118
39,hard,False,0.741176470588
39,easy,True,1.89411764706
39,hard,False,1.54117647059
39,easy,True,1.16470588235
39,easy,False,0.705882352941
39,hard,False,0.776470588235
39,hard,False,0.729411764706
39,hard,False,0.694117647059
39,easy,True,0.929411764706
39,easy,False,0.976470588235
39,easy,True,1.36470588235
39,hard,True,1.85882352941
39,hard,True,1.83529411765
39,easy,True,1.30588235294
39,hard,True,0.929411764706
39,hard,False,1.45882352941
39,easy,False,1.78823529412
39,hard,True,1.44705882353
39,easy,False,0.870588235294
39,hard,False,0.8
39,hard,True,1.03529411765
39,hard,False,1.65882352941
39,easy,False,1.92941176471
39,easy,False,1.27058823529
39,hard,True,1.17647058824
39,hard,False,0.717647058824
39,easy,False,1.01176470588
39,easy,True,0.952941176471
39,hard,True,1.0
39,easy,False,1.04705882353
39,easy,True,0.988235294118
39,easy,True,0.894117647059
39,hard,True,1.75294117647
39,easy,True,1.16470588235
39,hard,False,1.42352941176
39,hard,True,0.811764705882
39,easy,False,0.588235294118
39,easy,True,0.917647058824
39,hard,False,1.38823529412
39,easy,False,1.81176470588
39,hard,False,1.4
39,easy,True,1.11764705882
39,hard,True,1.58823529412
39,easy,False,0.929411764706
39,hard,True,1.10588235294
39,hard,True,0.894117647059
39,easy,True,0.929411764706
39,easy,False,0.905882352941
39,hard,True,1.21176470588
39,hard,True,1.30588235294
39,easy,False,0.870588235294
39,hard,True,1.0
39,easy,True,0.835294117647
39,easy,False,0.941176470588
39,hard,False,1.04705882353
39,easy,True,0.776470588235
39,hard,True,0.847058823529
39,easy,False,0.917647058824
39,hard,False,1.45882352941
39,easy,False,0.917647058824
39,easy,False,0.882352941176
39,easy,False,1.48235294118
39,easy,True,0.952941176471
39,easy,False,1.07058823529
39,easy,False,0.847058823529
39,hard,False,1.35294117647
39,hard,True,1.61176470588
39,hard,False,0.647058823529
39,hard,False,0.694117647059
39,easy,True,0.847058823529
39,hard,True,0.752941176471
39,hard,True,1.18823529412
39,hard,False,1.03529411765
39,easy,False,0.8
39,hard,False,0.917647058824
39,hard,False,0.764705882353
39,easy,True,0.870588235294
39,easy,False,0.882352941176
39,hard,False,1.04705882353
39,easy,False,0.764705882353
39,hard,True,0.988235294118
39,easy,True,0.988235294118
39,hard,False,0.870588235294
39,hard,False,0.952941176471
39,easy,True,1.11764705882
39,hard,False,1.51764705882
39,hard,True,1.64705882353
39,easy,True,1.14117647059
39,hard,False,1.02352941176
39,hard,False,1.0
39,easy,True,1.64705882353
39,hard,True,0.941176470588
39,hard,False,1.05882352941
39,easy,False,0.741176470588
39,hard,False,0.694117647059
39,easy,True,0.611764705882
39,hard,False,0.670588235294
39,easy,False,1.32941176471
39,easy,True,0.823529411765
39,hard,True,0.941176470588
39,easy,True,0.964705882353
39,hard,False,1.35294117647
39,easy,True,0.988235294118
39,hard,False,1.67058823529
39,easy,True,1.17647058824
39,hard,True,0.847058823529
39,easy,False,0.8
39,hard,True,1.30588235294
39,easy,True,1.38823529412
39,easy,True,1.34117647059
39,easy,False,1.17647058824
39,hard,True,0.835294117647
39,easy,False,0.741176470588
39,easy,False,0.705882352941
39,easy,True,1.16470588235
39,hard,True,1.10588235294
39,hard,False,1.23529411765
39,easy,False,1.37647058824
39,easy,False,1.36470588235
39,easy,False,0.694117647059
39,easy,False,1.02352941176
39,hard,False,0.8
39,easy,False,0.988235294118
39,easy,False,0.929411764706
39,hard,True,0.752941176471
39,easy,False,1.48235294118
39,hard,True,1.12941176471
39,hard,False,0.635294117647
39,easy,True,0.882352941176
39,hard,True,0.858823529412
39,easy,True,1.56470588235
39,easy,False,0.729411764706
39,hard,False,1.68235294118
39,hard,True,1.09411764706
39,easy,True,0.835294117647
39,hard,False,1.54117647059
39,easy,False,0.647058823529
39,easy,True,1.17647058824
39,hard,False,0.847058823529
39,hard,False,0.823529411765
39,hard,False,1.64705882353
39,hard,True,1.87058823529
39,hard,False,0.694117647059
39,easy,True,0.988235294118
39,easy,False,0.811764705882
39,hard,False,0.8
39,hard,False,1.04705882353
39,hard,False,0.870588235294
39,hard,False,0.717647058824
39,hard,True,1.30588235294
39,easy,True,0.905882352941
39,hard,True,0.988235294118
39,hard,False,1.11764705882
39,hard,False,0.917647058824
39,hard,False,0.894117647059
39,hard,False,1.30588235294
39,easy,True,0.776470588235
39,hard,False,0.705882352941
39,easy,True,1.12941176471
39,hard,False,1.05882352941
39,easy,True,1.08235294118
