ID,coherence,answer,RT
32,hard,True,1.61471317187
32,easy,True,1.62409369188
32,hard,False,1.65616793931
32,easy,True,1.59548116726
32,easy,True,1.81477923615
32,hard,True,1.72082274963
32,easy,False,1.35529112411
32,hard,False,1.51710414394
32,easy,True,1.72134426975
32,hard,False,1.51597595757
32,easy,False,1.62235389772
32,hard,False,1.65203873156
32,hard,True,1.57165545229
32,easy,True,1.60812917045
32,hard,False,1.6878042923
32,hard,True,1.45581944832
32,easy,False,1.71500050208
32,hard,True,1.36019348924
32,easy,True,1.77646195198
32,hard,True,1.77747648346
32,easy,False,1.76936631348
32,hard,False,1.84828880426
32,easy,False,1.90236648719
32,easy,False,1.78456337928
32,hard,False,1.80930365504
32,easy,False,1.26400837848
32,easy,True,1.78278101206
32,easy,True,2.03259865107
32,hard,False,1.6503441713
32,hard,True,1.71316035712
32,easy,False,1.77734838413
32,hard,False,1.70485860832
32,easy,False,1.67125135022
32,easy,False,1.90180163377
32,easy,False,1.68739034522
32,hard,False,1.70518702915
32,easy,False,1.8233459263
32,hard,True,1.76046968203
32,hard,True,1.7302047901
32,easy,True,1.62603874905
32,hard,True,1.60316598665
32,easy,True,1.62712132142
32,hard,False,1.63978604974
32,easy,False,1.9962636755
32,hard,False,1.81603096046
32,easy,False,1.64048242355
32,easy,True,1.89229529513
32,hard,False,1.12128519961
32,easy,False,1.31598249558
32,easy,False,1.17462355555
32,hard,False,1.66693892622
32,easy,True,1.52740758731
32,easy,True,1.1511418462
32,hard,False,1.35340688561
32,easy,False,1.56582294159
32,hard,True,1.49799035563
32,hard,False,1.63703932644
32,hard,False,1.56764788188
32,easy,False,1.37115415438
32,hard,True,1.40461126638
32,hard,True,1.5130182695
32,easy,False,1.48782337416
32,easy,False,1.48565290779
32,easy,False,1.46414210354
32,hard,True,1.4662642951
32,hard,True,1.62177726069
32,hard,False,1.52900141665
32,easy,False,1.94098786473
32,hard,False,1.49924626122
32,hard,False,1.45466769471
32,easy,False,1.29434739317
32,easy,False,1.45810965146
32,hard,True,1.48054451941
32,easy,False,1.49758096994
32,easy,True,1.40138901709
32,hard,False,1.36169380986
32,easy,False,1.71660877586
32,hard,True,1.49610801771
32,hard,True,1.8297292261
32,hard,True,1.40663956911
32,hard,True,1.62089577005
32,easy,True,1.23930079276
32,easy,False,1.22054507438
32,easy,False,1.32611184549
32,hard,True,1.23141109046
32,hard,False,1.30222835278
32,easy,True,1.34359113198
32,easy,True,1.08935843746
32,hard,False,1.36371032898
32,easy,False,1.16828548964
32,hard,False,1.44189577347
32,easy,False,1.61161636109
32,hard,False,1.37881996794
32,easy,True,1.34704107118
32,hard,True,1.35492621208
32,hard,False,1.05794939425
32,easy,False,1.4333534108
32,hard,False,1.38623376412
32,hard,False,1.5520984479
32,hard,False,1.40606407242
32,easy,False,1.39013794278
32,easy,False,1.26887539275
32,hard,False,1.28059705154
32,hard,False,1.55670736292
32,easy,True,1.730272831
32,hard,False,1.55603075519
32,hard,False,1.26623282143
32,easy,False,1.70324729362
32,hard,True,1.52516679934
32,hard,False,1.54733634583
32,hard,False,1.38922452234
32,easy,False,1.23619980069
32,hard,False,1.52054191941
32,easy,False,1.23711360125
32,easy,False,1.59151236876
32,hard,True,1.58961976769
32,easy,True,1.15759774829
32,hard,False,1.75337746458
32,hard,False,1.77734458296
32,easy,False,1.68439084431
32,hard,False,1.35336963417
32,hard,False,1.19987926956
32,hard,True,1.55830005191
32,easy,False,1.68974630854
32,easy,True,1.41037573619
32,hard,True,1.88438734723
32,easy,True,1.50277906586
32,hard,True,1.59763338803
32,easy,True,1.49775050199
32,easy,False,2.00983232135
32,hard,True,1.63840736646
32,easy,False,1.18257407653
32,hard,False,1.51371426318
32,hard,True,1.34051902878
32,easy,True,1.29644107597
32,easy,True,1.24989388505
32,hard,False,1.34780738646
32,easy,True,1.47941937397
32,easy,True,1.40310220307
32,hard,False,1.34345124903
32,hard,True,1.33062345064
32,easy,False,1.52906147509
32,easy,True,1.47928975417
32,easy,True,1.62553775523
32,hard,False,1.70392922298
32,easy,False,1.54168629116
32,easy,True,1.09815775903
32,easy,True,1.18893418921
32,hard,True,1.38018306644
32,hard,False,1.39414931435
32,hard,True,1.70015998575
32,easy,True,1.13875650365
32,easy,True,1.09213861103
32,easy,False,1.32639009092
32,hard,False,1.0830694066
32,hard,False,1.19200249124
32,easy,True,1.12468914469
32,easy,True,1.20597444091
32,easy,True,1.13891121115
32,hard,False,1.14391354697
32,easy,False,1.20680689649
32,hard,False,1.14402986268
32,easy,False,1.38495695211
32,hard,False,1.34415408482
32,hard,False,1.63923678111
32,easy,True,1.30210937625
32,easy,False,1.40743401302
32,hard,True,1.56512314674
32,easy,False,1.57940261082
32,hard,False,1.62832743172
32,easy,True,1.30198279739
32,hard,False,1.02881915069
32,easy,True,1.29146686879
32,easy,True,1.66589588599
32,easy,False,1.6053607805
32,hard,False,1.61148103954
32,hard,True,1.54312085159
32,easy,False,1.51022973336
32,hard,False,1.41816964908
32,easy,False,1.32649120196
32,easy,True,1.52512764732
32,easy,True,1.15653418175
32,hard,False,1.80096655538
32,hard,True,1.6412437973
32,easy,False,1.87744375541
32,hard,False,1.31655038993
32,easy,False,1.58833231242
32,easy,False,2.03047988056
32,easy,False,1.50242593744
32,hard,False,1.57446337438
32,easy,False,1.6536599293
32,easy,False,1.33055008812
32,hard,True,1.67627687316
32,easy,False,1.34190037288
32,easy,False,1.25080236397
32,hard,True,1.49957316158
32,hard,False,1.36985415525
32,easy,False,1.43577513431
32,easy,True,1.31242726405
32,hard,False,1.41617175568
32,hard,False,1.63601073065
32,easy,True,1.25434999317
32,hard,False,1.4987726358
32,hard,False,1.64982721258
32,easy,True,1.74513653445
32,easy,False,1.81153417985
32,hard,True,1.64136581476
32,easy,True,1.51367511116
32,hard,True,1.85984473216
32,hard,True,1.2319443942
32,easy,False,1.3849269229
32,hard,True,1.44945515435
32,easy,True,1.32612400922
32,easy,False,1.54394228379
32,hard,True,1.63537669598
32,hard,False,1.46888672023
32,hard,False,1.57747807995
32,easy,True,1.39173215224
32,hard,False,1.57808132516
32,hard,True,1.26344960693
32,hard,False,1.45798649364
32,easy,False,1.43338648095
32,hard,False,1.36198725996
32,hard,False,1.56477153879
32,easy,False,1.38993496046
32,easy,False,1.54155553101
32,hard,False,1.66936597137
32,easy,True,1.87228101035
32,hard,False,1.174585924
32,easy,True,1.41920926826
32,hard,False,1.85412891729
32,hard,False,1.34846802929
32,easy,True,1.5895859373
32,easy,True,1.62988705055
32,easy,True,1.07408990971
32,hard,True,1.38655040134
32,easy,True,1.15071801608
32,hard,True,2.01376880993
32,hard,False,1.89164073417
32,hard,True,1.59523295105
32,hard,False,1.56649270722
32,easy,True,1.73186209893
32,easy,False,1.60467543008
32,easy,False,1.61048209284
32,hard,False,1.7362193767
32,hard,False,1.52636454707
32,easy,False,1.89045781099
32,easy,False,1.68760663162
32,hard,False,1.8063535693
32,hard,True,1.82542402431
32,easy,True,1.34661496036
32,hard,False,1.49848108629
32,hard,True,1.54774040989
32,hard,True,1.46377795174
32,easy,True,1.76344523559
32,easy,True,1.64343935138
32,hard,False,1.72282596466
32,easy,False,1.41948675345
32,hard,False,1.51939814825
32,hard,False,1.99367888192
32,easy,False,1.87157703421
32,hard,True,1.67299304495
32,hard,True,1.73608215457
32,easy,False,1.48281153543
32,hard,True,1.644350111
32,hard,False,1.68851967194
32,hard,True,1.43546381873
32,easy,True,1.76605929816
32,easy,False,1.16138295043
32,hard,True,1.54289164122
32,hard,True,1.41620748665
32,easy,False,1.49643833913
32,hard,False,1.39223846769
32,easy,True,1.98775286252
32,hard,False,1.58973760387
32,easy,False,1.58301562009
32,easy,False,1.61101881763
32,easy,True,1.14034235054
32,hard,False,2.04083920108
32,easy,True,1.35759349098
32,easy,True,1.21529718317
32,hard,False,1.3001624185
32,hard,False,1.3584038998
32,easy,False,1.56376536988
32,easy,False,1.5459838906
32,hard,True,1.10401421708
32,easy,True,1.23799129072
32,easy,True,1.5194992593
32,hard,True,1.6101920638
32,easy,False,1.74436261684
32,hard,True,2.07195935559
32,easy,False,1.74311621417
32,hard,False,1.71281597139
32,easy,False,1.86973422843
32,easy,True,1.34413659945
32,hard,False,1.37369865559
32,hard,True,1.82169241864
32,easy,False,1.77556107539
32,hard,False,1.83038644788
32,easy,False,1.84176220046
32,easy,True,1.78354770745
32,easy,True,1.29175347678
32,hard,False,1.80874488348
32,hard,True,1.49719173044
32,hard,False,1.5459473994
32,easy,True,1.1042331643
32,hard,False,1.37296579059
32,easy,False,1.40383468796
32,hard,True,1.69832554254
32,easy,True,1.24690806835
32,easy,False,1.20824715867
32,easy,False,1.51560686425
32,hard,False,1.32983166755
32,hard,True,1.96963726066
32,hard,False,1.40843752112
32,easy,True,1.64190558048
32,hard,False,1.11319327523
32,easy,True,1.40137305219
32,easy,False,1.5329804783
32,hard,False,1.54817222247
32,easy,False,1.3544442241
32,easy,False,1.83006410891
32,hard,True,1.76834608024
32,easy,True,1.71347091247
32,easy,True,1.84633120324
32,hard,False,1.69156934825
32,easy,True,1.5521759917
32,easy,True,1.16101005594
32,easy,True,1.45736044143
32,hard,False,1.37064517811
32,hard,True,1.43692080606
32,hard,True,1.24476573061
32,easy,True,1.37656967705
32,hard,False,1.36042992183
32,easy,False,1.50034745931
32,easy,True,1.61228232555
32,easy,True,1.12698809051
32,hard,True,1.38578066501
32,hard,False,1.13837676706
32,easy,True,1.73246876519
32,easy,True,1.4951178137
32,hard,False,1.7235915197
32,easy,True,1.9828075442
32,hard,False,1.37789894517
32,easy,False,1.50977815472
32,hard,False,1.4422150715
32,hard,True,0.91791212001
32,easy,True,1.45673514946
32,hard,False,1.34538414247
32,easy,True,1.28113073539
32,hard,True,1.67485979809
32,hard,False,1.59063962081
32,easy,False,1.68266435424
32,hard,False,1.68820113414
32,easy,True,1.62645991836
32,hard,False,1.56063852987
32,easy,False,1.51116976197
32,easy,True,1.80877605306
32,hard,True,1.66844951
32,hard,False,1.65404498752
32,easy,False,1.71687409732
32,hard,False,1.66028840438
32,easy,False,1.8842022304
32,hard,True,1.33862224643
32,easy,True,1.60759358601
32,hard,True,1.71815775142
32,hard,False,1.71840254658
32,hard,False,1.7614724299
32,easy,True,1.41997862447
32,easy,False,1.28189362961
32,hard,False,1.76074374618
32,easy,False,1.68726300612
32,hard,True,1.87257712126
32,easy,True,2.01284892751
32,easy,False,1.76674692927
32,hard,False,1.29614002354
32,hard,False,1.72105386059
32,easy,True,1.84203816519
32,hard,True,1.83029902104
32,hard,False,1.70640910435
32,hard,True,1.95284864622
32,easy,False,1.39469288124
32,easy,True,1.72927426441
32,hard,False,1.47305355954
32,easy,True,1.51336037453
32,easy,False,1.82785943203
32,hard,True,1.66816556282
32,hard,False,1.82916665338
32,easy,True,1.23984359941
32,hard,False,1.57371188365
32,easy,True,1.52514399234
32,easy,True,1.62014579979
32,easy,True,1.73871142181
32,hard,True,2.14170050752
32,hard,False,1.36000951275
32,easy,True,1.40216255458
32,easy,False,1.58008149925
32,hard,False,1.41838745595
32,hard,True,1.42187540682
32,easy,False,1.44327065559
32,easy,True,1.48388992652
32,easy,False,1.50193064538
32,hard,False,1.56173212563
32,easy,False,1.62938795732
32,hard,False,1.43212943501
32,easy,False,1.64461125118
32,hard,False,1.5790107105
32,hard,True,1.61958664812
32,hard,False,1.44888764011
32,easy,True,1.26903010025
32,hard,False,1.82291335349
32,easy,True,1.38553130845
32,easy,True,1.37291067367
32,hard,False,1.47283157138
32,easy,True,1.45203272572
32,hard,True,1.54710713546
32,easy,True,1.17163773885
32,hard,True,1.57768562367
32,hard,True,1.71981886142
32,easy,True,1.78364197639
32,easy,True,1.83797053635
32,hard,False,1.5455581599
32,hard,True,1.65724709063
32,hard,False,1.51012862232
32,easy,True,1.69055595712
32,hard,False,1.66822866219
32,easy,True,0.877165890102
32,hard,True,1.49548120527
32,easy,False,1.49717082402
32,hard,True,1.77917978641
32,easy,True,1.62473532887
32,easy,False,1.52067724096
32,hard,False,1.54261643673
32,hard,False,1.87111519242
32,easy,False,1.6031078288
32,easy,False,1.52679788012
32,hard,True,1.85660841855
32,hard,False,1.82173309112
32,easy,True,1.81492216003
32,hard,False,1.75241957049
32,hard,True,2.09663007
32,easy,True,1.87855217572
32,hard,True,1.6104379993
32,easy,False,1.38966355714
32,easy,True,1.6682856797
32,easy,True,1.26417068832
32,hard,True,1.45826283849
32,easy,False,1.64301172009
32,hard,False,1.55011689952
32,easy,True,1.60596212512
32,easy,True,1.84450132143
32,hard,True,1.66973050329
32,easy,False,1.68287683948
32,hard,False,1.61869945574
32,easy,True,1.36286456931
32,hard,True,1.76310959254
32,easy,True,1.34225844282
32,hard,True,1.46946829879
32,hard,False,1.47225911562
32,hard,False,1.64262324082
32,easy,True,1.54932473631
32,hard,False,1.87580089102
32,hard,False,2.03246446987
32,easy,True,1.71681669969
32,easy,True,1.57297065608
32,easy,True,1.84008094428
32,hard,True,1.60680864502
32,hard,True,1.3635537209
32,hard,True,1.63856967629
32,easy,True,1.39048080805
32,easy,False,1.73586738864
32,hard,False,1.7485762105
32,hard,False,1.59756268633
32,hard,False,1.59080535169
32,easy,False,1.57721655966
32,easy,True,1.60322034334
32,easy,False,2.12822917155
32,hard,False,1.08133835513
32,easy,True,1.03066309682
32,easy,False,1.58123325287
32,hard,True,1.41897701696
32,hard,True,1.50040143588
32,hard,False,1.60756241644
32,easy,True,1.4171938895
32,easy,False,1.43915285134
32,hard,False,1.37207707773
32,hard,False,1.22242665206
32,easy,True,1.35843696995
32,easy,True,1.33048394781
32,hard,False,1.42655502355
32,hard,False,1.45299442098
32,easy,True,1.23649515137
32,hard,True,1.4966857951
32,hard,False,1.40583866322
32,easy,True,1.40958243263
32,hard,False,1.45841906645
32,easy,False,1.40942658478
32,hard,False,1.31064755764
32,hard,False,1.32903684352
32,easy,False,1.48909942594
32,easy,False,1.33940034532
32,easy,True,1.32270561971
32,hard,True,1.56280747578
32,hard,True,1.58086415954
32,hard,True,1.55086991071
32,easy,False,1.50111491493
32,hard,True,1.45247214063
32,easy,True,1.24755160593
32,hard,False,1.58198892487
32,easy,True,1.70096165188
32,hard,True,1.58127582593
32,easy,True,1.24669672346
32,easy,True,1.23899859998
32,easy,True,1.15764032136
32,hard,True,1.07905271339
32,hard,True,1.40663234689
32,easy,True,1.32728602599
32,easy,False,1.68907806338
32,hard,True,1.02000006305
32,easy,True,1.29383423562
32,hard,False,1.39177016391
32,easy,True,1.26205267804
32,hard,True,1.49628021058
32,easy,True,1.05735223091
32,hard,True,1.34653285515
32,easy,True,1.5098754646
32,easy,True,1.34098619221
32,hard,True,1.91843668106
32,hard,False,1.56391779667
32,easy,False,1.39481793964
32,hard,False,1.5929674555
32,easy,False,1.32838836443
32,hard,False,1.5193970079
32,hard,True,1.32678009065
32,easy,False,1.82838779425
32,hard,False,1.49662725713
32,hard,False,1.43288510702
32,easy,True,1.67674935822
32,easy,False,1.69761852547
32,hard,False,1.5630241423
32,hard,False,1.4404923826
32,easy,True,1.45370675968
32,easy,False,1.40607357534
32,easy,True,1.68651303586
32,hard,True,1.36422120583
32,easy,True,1.31149255708
32,easy,False,1.38914887912
32,hard,False,1.80156219826
32,easy,True,1.63911210283
32,hard,True,1.3390152871
32,easy,False,1.44685249528
32,hard,False,1.50104687404
32,hard,False,1.51837639455
32,hard,True,1.4024065895
32,easy,False,1.53383079936
32,easy,False,1.71479866012
32,easy,True,1.60746054517
32,hard,False,1.7233003503
32,easy,False,1.32300021016
32,easy,False,1.87196703395
32,easy,False,1.79300957243
32,hard,False,1.62110483424
32,easy,False,1.94194043718
32,hard,True,1.35317881559
32,easy,True,1.44097817175
32,easy,False,1.84601494614
32,hard,True,1.67534064572
32,hard,False,1.54460558744
32,easy,True,1.63686333241
32,hard,False,1.60986326285
32,hard,True,1.65324256116
32,easy,True,1.19053752146
32,easy,False,1.3102028211
32,hard,False,1.26666995564
32,easy,False,1.25073964472
32,easy,True,1.56161352922
32,hard,True,1.15315722496
32,hard,False,1.10934535384
32,easy,True,1.09473138706
32,easy,True,1.22357992614
32,hard,False,1.29281400239
32,easy,False,1.30021221378
32,hard,False,1.43956261715
32,hard,True,1.37852575761
32,easy,True,1.40507728946
32,easy,True,1.028787601
32,hard,True,1.2958477138
32,easy,True,1.47018177784
32,easy,True,1.34732615871
32,hard,True,1.79014767377
32,hard,False,1.57161363945
32,easy,True,1.32458871786
32,easy,False,1.34423999119
